web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,link1,link1-href,link2,link2-href,paginacion,paginacion-href
1619052061-603,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Veronique Labat,Buena elección,Revisado en México el 20 de abril de 2020,"Muy buen mezcal, ligero.
Lo recomiendo",5.0 de 5 estrellas,,,Mezcal Joven Creyente - 750 ml,https://www.amazon.com.mx/Mezcal-Joven-Creyente-750-ml/dp/B07FSWT142/ref=zg_bs_17836295011_23?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Joven-Creyente-750-ml/product-reviews/B07FSWT142/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052625-1405,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Luis Ángel.,Su pinche sabor rico es imán de gente bien.,Revisado en México el 17 de julio de 2020,"Antes no tenía amigos por qué compraba pura pinche botella cara pero fea, pero esta madre me arrimo hasta morras que me gustaban. Benditos sean los Dioses que crearon está ricura.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052299-812,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,luis sanchez,Rico digestivo,Revisado en México el 17 de enero de 2021,Buen sabor y el empaque contra caídas,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,MEZCAL AMARÁS CUPREATA (PAPALOTE) - 750 ML / 40.3°,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/dp/B07NZWJBLN/ref=zg_bs_17836295011_10?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052589-1326,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Ricardo Ramirez,Excelente calidad por el precio,Revisado en México el 14 de mayo de 2020,"Es realmente suave, se disfruta mucho derecho. Me sorprendió mucho. Sin duda el mejor mezcal que he probado.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052402-1026,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Guillermo Avilés,La confianza!!,Revisado en México el 18 de mayo de 2020,Muy buen Producto!!,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 200 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/dp/B07FKQV2T9/ref=zg_bs_17836295011_5?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052428-1076,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,ciaris,Llego antes de lo pensado,Revisado en México el 10 de febrero de 2021,"Llego rapido, y en buenas condiciones. No lo he probado por eso no puedo opinar sobre lo demas.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-TRIPACK-REPOSADO-CUPREATA/product-reviews/B08JY2ZR83/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,EMPAQUE ESPECIAL - TRIPACK MEZCAL AMORES ESPADÍN 200ML + REPOSADO 200ML+…,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-TRIPACK-REPOSADO-CUPREATA/dp/B08JY2ZR83/ref=zg_bs_17836295011_3?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-TRIPACK-REPOSADO-CUPREATA/product-reviews/B08JY2ZR83/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052640-1443,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Jose de Jesus Alvarez Cardona,Buenísimo,Revisado en México el 17 de enero de 2021,Muy bueno,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052105-652,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,LAURA,Muy rico,Revisado en México el 10 de enero de 2021,Riquisimo,5.0 de 5 estrellas,,,Mezcal 400 Conejos Espadín Tobalá 750 ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Espad%C3%ADn-Tobal%C3%A1/dp/B086VPNCF9/ref=zg_bs_17836295011_19?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Espad%C3%ADn-Tobal%C3%A1/product-reviews/B086VPNCF9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050584-45,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,axel jaime santiago,Increíble mezcal,Revisado en México el 29 de mayo de 2019,Increíble mezcal y súper padre presentación,5.0 de 5 estrellas,,,"MEZCAL MITRE, KIT PARA REGALO",https://www.amazon.com.mx/MEZCAL-MITRE-KIT-PARA-REGALO/dp/B07N2ZZM6M/ref=zg_bs_17836295011_91?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-MITRE-KIT-PARA-REGALO/product-reviews/B07N2ZZM6M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619050917-208,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Mezcal La Esclava Reposado 750 ml.,https://www.amazon.com.mx/Mezcal-Esclava-Reposado-750-ml/dp/B079NHTYLT/ref=zg_bs_17836295011_64?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Esclava-Reposado-750-ml/product-reviews/B079NHTYLT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052612-1382,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Miguel coto,Excelente,Revisado en México el 19 de mayo de 2020,"Muy buen mezcal, llego super rápido",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051247-260,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Uriel Jordan Morales Galicia,Un buen mezcal,Revisado en México el 5 de noviembre de 2020,Sabe bastante ligero (si eres de tomar mezcal de lo contrario dicen que raspa algo). Lo recomiendo para tomar con calma y no para shots porque se disfruta mucho,5.0 de 5 estrellas,,,EMPAQUE ESPECIAL MEZCAL AMARÁS CUPREATA JOVEN - 750ML/ 40.3,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/dp/B087YZXBFZ/ref=zg_bs_17836295011_49?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050854-161,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Luis Alfonso Lara,Muy buen empaque y calidad.,Revisado en México el 10 de septiembre de 2018,"El producto viene perfectamente bien empacado.
Gran calidad del mezcal; buen aroma y buen balance entre los diferentes agaves que usaron.
Muy recomendable.",5.0 de 5 estrellas,,,Mezcal Artesanal Barro de Cobre Ensamble 950 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Ensamble/dp/B07D9XCQ31/ref=zg_bs_17836295011_72?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Ensamble/product-reviews/B07D9XCQ31/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052120-657,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,perla,Inmaculado,Revisado en México el 5 de septiembre de 2020,Exquisito mezcal!  Definitivo compro un par más. Mejor empacado que Tutankamón.,5.0 de 5 estrellas,,,Mezcal Buen Suceso 700ml,https://www.amazon.com.mx/Buen-Suceso-Mezcal-700ml/dp/B07WT38Z9C/ref=zg_bs_17836295011_18?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Buen-Suceso-Mezcal-700ml/product-reviews/B07WT38Z9C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050430-5,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Amazon Customer,Lo volvería a comprat,Revisado en México el 28 de junio de 2020,Buen sabor,5.0 de 5 estrellas,,,MEZCAL EL HERBOLARIO 38° Agave Espadín Santa María Quiegolani Oaxaca 250 ml Medalla de Oro…,https://www.amazon.com.mx/MEZCAL-HERBOLARIO-Espad%C3%ADn-Quiegolani-Medalla/dp/B086S1TZV3/ref=zg_bs_17836295011_100?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-HERBOLARIO-Espad%C3%ADn-Quiegolani-Medalla/product-reviews/B086S1TZV3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619050777-96,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Mezcal Tradicional Mezcaloteca 100% agave - Ensamble de Madrecuixe/Bicuixe 750 ml,https://www.amazon.com.mx/Mezcal-Tradicional-Mezcaloteca-100-agave/dp/B08FJJD87Z/ref=zg_bs_17836295011_79?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Tradicional-Mezcaloteca-100-agave/product-reviews/B08FJJD87Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052388-983,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Geovanna Martínez,El mejor mezcal,Revisado en México el 8 de marzo de 2021,"Este producto se volvió en una de mis bebidas favoritas, realmente es muy ligero, se disfruta muy bien!",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 200 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/dp/B07FKQV2T9/ref=zg_bs_17836295011_5?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052029-569,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Amazon,Excelente Mezcal!,Revisado en México el 9 de septiembre de 2019,"El sabor es ligero pero no pierde ese aroma y cuerpo característico del mezcal, excelente producto",5.0 de 5 estrellas,,,MEZCAL AMARÁS ESPADÍN REPOSADO - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/dp/B07FKP7BX2/ref=zg_bs_17836295011_25?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Espadin-Reposado-750/product-reviews/B07FKP7BX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052566-1281,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Daniel Covarrubias,Mezcal de exquisito sabor,Revisado en México el 19 de mayo de 2020,"Gran Producto. El Agave solo se puede degustar en el Norte de México, y en la Ciudad de México solo Variedad Espadín y algunos más. Excelente aporte, gran sabor. Felicidades",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052580-1305,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Adan Hernández Ortega,SUPER BUENO,Revisado en México el 14 de mayo de 2020,Lo acabo de comprar y el sabor es Muy agradable!!! Me hice el coctel Mezcapulcoco GENIAL !!,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052561-1274,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,rolando treviño,Esta rompe madres,Revisado en México el 17 de julio de 2020,"Es una licor que en lo personal te hace estar u en cercanía con sus creadores y tiene una vibra muy chida; el sabor es ligero y el toque cenizo se siente al instante, perfecto para tomar con amigos, familia y lo mejor es que la factura al día siguiente no más na.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051985-528,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Esteban Licona,"Buen producto, presencia y aspecto",Revisado en México el 5 de diciembre de 2019,De buen sabor y agradable al paladar.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052308-845,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Amazon,delicioso,Revisado en México el 14 de julio de 2020,Súper producto,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,MEZCAL AMARÁS CUPREATA (PAPALOTE) - 750 ML / 40.3°,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/dp/B07NZWJBLN/ref=zg_bs_17836295011_10?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052079-624,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,José Luis Juárez Santos,Excelente mezcal Mitre.,Revisado en México el 14 de julio de 2020,"Buen sabor, rico el mezcal Mitre.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/product-reviews/B07MXR4MK4/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,MITRE Mezcal Artesanal Joven 100% Maguey Espadín Selecto hecho en Oaxaca,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/dp/B07MXR4MK4/ref=zg_bs_17836295011_21?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Maguey-Espad%C3%ADn-Oaxaca/product-reviews/B07MXR4MK4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051252-278,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Ana Karen Soto Morales,"Buen producto, jícara con hongos",Revisado en México el 9 de febrero de 2021,El mezcal llegó bien pero una jícara venía con hongos.,3.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,EMPAQUE ESPECIAL MEZCAL AMARÁS CUPREATA JOVEN - 750ML/ 40.3,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/dp/B087YZXBFZ/ref=zg_bs_17836295011_49?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052490-1153,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Lizzy,Sabor mexicano,Revisado en México el 10 de octubre de 2019,Un mezcal ligero pero delicioso sabor en boca.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052443-1092,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,RCV,Buenísimo!,Revisado en México el 4 de octubre de 2019,"Súper buen sabor y muy buen empacado !
El precio normal de me hace excesivo, porq puedes encontrar de igual sabor y calidad a menor precio. En mi caso lo compre en oferta y súper valió la pena.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052426-1072,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Pedro,Bueno,Revisado en México el 18 de noviembre de 2020,Bien,4.0 de 5 estrellas,,,EMPAQUE ESPECIAL - TRIPACK MEZCAL AMORES ESPADÍN 200ML + REPOSADO 200ML+…,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-TRIPACK-REPOSADO-CUPREATA/dp/B08JY2ZR83/ref=zg_bs_17836295011_3?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-TRIPACK-REPOSADO-CUPREATA/product-reviews/B08JY2ZR83/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050770-92,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,Kit Mezcal Cuish,https://www.amazon.com.mx/CUISH-MEZCAL-Kit-Mezcal-Cuish/dp/B08HB31YVG/ref=zg_bs_17836295011_80?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/CUISH-MEZCAL-Kit-Mezcal-Cuish/product-reviews/B08HB31YVG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
